"","eventcode","LastName","FirstName","Age","Gender","eventtype","agegroup","entrytime","final_time","finallane","place"
"1","D02NE      ","Barlow"," Jennifer            ","48","FF"," 1002","UNOV03212014"," 1:27.77Y","          1:23.63Y"," 4","  6"
"2","D02NE      ","Barlow"," Jennifer            ","48","FF"," 1001","UNOV03212014"," 1:10.43Y","          1:10.91Y"," 4"," 12"
"3","D02NE      ","Barlow"," Jennifer            ","48","FF","  504","UNOV03212014","   40.05Y","            40.05Y"," 4"," 14"
"4","D02NE      ","Barlow"," Jennifer            ","48","FF"," 1005","UNOV03212014"," 1:25.76Y","          1:25.22Y"," 7"," 16"
"5","D02NE      ","Barlow"," Jennifer            ","48","FF"," 5001","UNOV03222014"," 7:41.00Y","          7:26.61Y"," 2"," 15"
"6","D02NE      ","Barlow"," Jennifer            ","48","FF","  502","UNOV03222014","   40.76Y","            39.81Y"," 1","  6"
"7","D02NE      ","Barlow"," Jennifer            ","48","FF"," 2005","UNOV03222014"," 3:09.87Y","          3:09.02Y"," 8"," 11"
"8","D02NE      ","Barlow"," Jennifer            ","48","FF","  501","UNOV03222014","   32.32Y","            31.72Y"," 5"," 15"
"9","D02NE      ","Donovan"," Kim M              ","50","FF"," 2003","UNOV03212014"," 2:55.00Y","          2:56.09Y"," 4","  3"
"10","D02NE      ","Donovan"," Kim M              ","50","FF","  504","UNOV03212014","   31.50Y","            30.90Y"," 6","  2"
"11","D02NE      ","Edelman"," Paul T             ","58","MM","10001","UNOV03152014","15:10.00Y","         15:03.93Y"," 3"," 10"
"12","D02NE      ","Edelman"," Paul T             ","58","MM"," 2001","UNOV03232014"," 2:33.00Y","          2:36.02Y"," 6"," 14"
"13","D02NE      ","Edelman"," Paul T             ","58","MM","  503","UNOV03232014","   37.00Y","            38.45Y"," 5","  8"
"14","D02NE      ","Glines"," Susie L             ","62","FF"," 1002","UNOV03212014"," 1:34.00Y","          1:39.24Y"," 1","  4"
"15","D02NE      ","Glines"," Susie L             ","62","FF"," 1001","UNOV03212014"," 1:20.00Y","          1:21.40Y"," 4","  6"
"16","D02NE      ","Glines"," Susie L             ","62","FF"," 1005","UNOV03212014"," 1:35.00Y","          1:38.89Y"," 4","  6"
"17","D02NE      ","Glines"," Susie L             ","62","FF","  502","UNOV03222014","   43.00Y","            44.52Y"," 4","  3"
"18","D02NE      ","Glines"," Susie L             ","62","FF"," 1003","UNOV03222014"," 1:54.00Y","          1:47.37Y"," 3","  5"
"19","D02NE      ","Glines"," Susie L             ","62","FF","  501","UNOV03222014","   35.00Y","            36.10Y"," 5","  5"
"20","D02NE      ","Kovacs"," Chris E             ","44","MM"," 1002","UNOV03212014","   55.00Y","            57.81Y"," 6","  1"
"21","D02NE      ","Kovacs"," Chris E             ","44","MM"," 1001","UNOV03212014","   50.00Y","            52.56Y"," 7","  6"
"22","D02NE      ","Kovacs"," Chris E             ","44","MM","  504","UNOV03212014","   24.00Y","            25.79Y"," 6","  3"
"23","D02NE      ","Kovacs"," Chris E             ","44","MM"," 1005","UNOV03212014","   57.00Y","          1:00.30Y"," 8","  6"
"24","D02NE      ","McClellan"," John             ","52","MM","10001","UNOV03152014","12:00.00Y","         11:57.43Y"," 8","  5"
"25","D02NE      ","McClellan"," John             ","52","MM"," 5001","UNOV03212014"," 5:40.00Y","          5:40.47Y"," 7","  6"
"26","D02NE      ","McClellan"," John             ","52","MM"," 1001","UNOV03212014","   56.50Y","            57.14Y"," 4"," 11"
"27","D02NE      ","McClellan"," John             ","52","MM","  504","UNOV03212014","   29.00Y","            29.38Y"," 3","  7"
"28","D02NE      ","McClellan"," John             ","52","MM"," 1005","UNOV03212014"," 1:08.00Y","          1:09.06Y"," 3"," 11"
"29","D02NE      ","McClellan"," John             ","52","MM"," 2005","UNOV03222014"," 2:30.00Y","          2:31.76Y"," 6","  8"
"30","D02NE      ","McClellan"," John             ","52","MM","  501","UNOV03222014","   26.00Y","            26.17Y"," 7"," 12"
"31","D02NE      ","McClellan"," John             ","52","MM"," 2001","UNOV03232014"," 2:04.21Y","          2:04.16Y"," 4","  6"
"32","D02NE      ","McClellan"," John             ","52","MM"," 1004","UNOV03232014"," 1:08.00Y","          1:08.42Y"," 7","  6"
"33","D02NE      ","McLaughlin"," Brian J         ","58","MM","16501","UNOV03152014","21:23.91Y","         22:13.47Y"," 8","  4"
"34","D02NE      ","McLaughlin"," Brian J         ","58","MM"," 5001","UNOV03212014"," 6:10.33Y","          6:16.17Y"," 2","  7"
"35","D02NE      ","McLaughlin"," Brian J         ","58","MM"," 2003","UNOV03212014"," 3:03.40Y","          3:03.12Y"," 4","  8"
"36","D02NE      ","McLaughlin"," Brian J         ","58","MM"," 1001","UNOV03212014"," 1:04.79Y","          1:03.22Y"," 1"," 14"
"37","D02NE      ","McLaughlin"," Brian J         ","58","MM"," 1003","UNOV03222014"," 1:28.09Y","          1:27.29Y"," 2"," 13"
"38","D02NE      ","McLaughlin"," Brian J         ","58","MM","  501","UNOV03222014","   28.81Y","            28.82Y"," 1"," 15"
"39","D02NE      ","McLaughlin"," Brian J         ","58","MM"," 2001","UNOV03232014"," 2:18.66Y","          2:18.10Y"," 1","  9"
"40","D02NE      ","McLaughlin"," Brian J         ","58","MM","  503","UNOV03232014","   42.01Y","            40.58Y"," 4"," 11"
"41","D02NE      ","Pope"," James A               ","71","MM"," 1001","UNOV03212014"," 1:08.00Y","          1:12.12Y"," 6","  7"
"42","D02NE      ","Pope"," James A               ","71","MM"," 1005","UNOV03212014"," 1:24.00Y","          1:27.84Y"," 4","  4"
"43","D02NE      ","Pope"," James A               ","71","MM","  502","UNOV03222014","   40.00Y","            39.25Y"," 2","  3"
"44","D02NE      ","Pope"," James A               ","71","MM"," 1003","UNOV03222014"," 1:34.00Y","          1:36.40Y"," 7","  2"
"45","D02NE      ","Pope"," James A               ","71","MM"," 2005","UNOV03222014"," 3:00.00Y","          3:13.13Y"," 3","  2"
"46","D02NE      ","Pope"," James A               ","71","MM","  501","UNOV03222014","   30.00Y","            31.85Y"," 1","  6"
"47","D02NE      ","Pope"," James A               ","71","MM"," 2001","UNOV03232014"," 2:28.00Y","          2:36.42Y"," 8","  4"
"48","D02NE      ","Pope"," James A               ","71","MM","  503","UNOV03232014","   40.00Y","            42.39Y"," 6","  2"
"49","D02NE      ","Pope"," James A               ","71","MM"," 2002","UNOV03232014"," 3:00.00Y","          3:12.78Y"," 4","  3"
"50","D02NE      ","Pope"," James A               ","71","MM","10001","UNOV03152014","15:04.00Y","         15:14.01Y"," 2","  3"
"51","D02NE      ","Pope"," James A               ","71","MM"," 5001","UNOV03212014"," 6:50.00Y","          7:12.70Y"," 8","  3"
"52","D02NE      ","Pope"," James A               ","71","MM"," 1002","UNOV03212014"," 1:23.00Y","          1:29.76Y"," 5","  3"
"53","D02NE      ","Ribush"," Nicholas            ","72","MM"," 2003","UNOV03212014"," 4:04.00Y","          3:54.86Y"," 3","  3"
